ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY
193323436,0,17JAN51,48.0,0,11.0,"$34,449",No,"$164,590",Yes,M,<High School,z_Blue Collar,47,Private,"$1,500",1,Minivan,yes,$0,0,No,3,"$3,374",1.0,1,Highly Urban/ Urban
449152013,0,17MAR42,57.0,0,13.0,"$50,021",No,$0,z_No,z_F,<High School,z_Blue Collar,64,Private,"$15,110",6,Minivan,no,$0,0,No,0,$0,1.0,0,z_Highly Rural/ Rural
597023314,0,02FEB53,46.0,0,13.0,"$27,669",No,"$163,356",Yes,M,<High School,z_Blue Collar,45,Private,"$8,870",1,Minivan,yes,$0,0,No,0,$0,1.0,0,z_Highly Rural/ Rural
589266751,0,08MAR49,50.0,0,14.0,"$90,566",No,"$295,771",z_No,z_F,Masters,Lawyer,40,Private,"$23,260",17,Van,no,$0,0,No,0,$0,18.0,0,Highly Urban/ Urban
527413473,0,08MAR64,35.0,1,12.0,"$77,126",No,"$242,001",Yes,M,z_High School,Manager,5,Commercial,"$11,510",10,Pickup,yes,"$3,079",3,No,0,$0,1.0,0,Highly Urban/ Urban
587266255,0,21NOV47,51.0,0,11.0,,No,"$210,209",z_No,M,z_High School,z_Blue Collar,31,Commercial,"$10,670",1,Pickup,yes,$0,0,No,0,"$15,731",10.0,1,Highly Urban/ Urban
222971472,0,02OCT51,48.0,0,12.0,"$17,224",No,"$106,948",Yes,M,<High School,Clerical,28,Commercial,"$9,680",6,Pickup,yes,$0,0,No,1,"$1,824",9.0,1,Highly Urban/ Urban
774223374,0,27APR53,46.0,0,6.0,"$77,946",No,"$225,853",Yes,M,z_High School,z_Blue Collar,34,Commercial,"$20,820",1,Minivan,yes,"$14,351",3,No,0,$0,1.0,0,Highly Urban/ Urban
767748589,0,30MAR52,47.0,0,10.0,"$28,600",No,$0,z_No,z_F,Bachelors,Professional,28,Private,"$8,830",4,Sports Car,no,"$31,567",2,Yes,3,"$2,190",10.0,1,Highly Urban/ Urban
186281948,0,21OCT49,50.0,0,,"$81,293",No,"$255,251",Yes,M,Bachelors,Manager,51,Private,"$14,630",5,Minivan,no,"$2,575",3,No,0,$0,9.0,0,Highly Urban/ Urban
609564786,0,06JUL47,52.0,0,11.0,"$106,169",No,$0,z_No,z_F,Bachelors,Manager,13,Private,"$21,650",1,Minivan,no,$0,0,No,1,$0,10.0,0,Highly Urban/ Urban
835529663,0,31JUL45,54.0,0,14.0,,No,"$293,118",Yes,z_F,Bachelors,z_Blue Collar,27,Commercial,"$33,200",7,z_SUV,no,$0,0,No,1,$0,7.0,0,Highly Urban/ Urban
536514165,0,07SEP61,38.0,0,12.0,,No,"$99,549",Yes,z_F,z_High School,Home Maker,12,Private,"$5,720",4,Sports Car,no,"$15,635",2,Yes,0,"$1,906",6.0,1,Highly Urban/ Urban
989870546,0,21JUL46,53.0,0,11.0,"$82,266",No,$0,z_No,M,Masters,Lawyer,21,Private,"$15,030",1,Minivan,yes,$0,0,No,1,$0,16.0,0,Highly Urban/ Urban
8166151,0,06JAN52,47.0,0,8.0,"$84,850",No,"$256,828",Yes,z_F,Bachelors,z_Blue Collar,31,Commercial,"$23,840",17,Pickup,no,$0,0,Yes,0,$0,6.0,0,Highly Urban/ Urban
836892979,0,12FEB53,46.0,0,12.0,"$71,855",No,$0,z_No,z_F,z_High School,z_Blue Collar,64,Commercial,"$37,760",6,Van,no,$0,0,No,0,$0,1.0,0,z_Highly Rural/ Rural
791755704,0,23MAY46,53.0,0,0.0,$0,No,$0,Yes,z_F,z_High School,Student,31,Commercial,"$12,530",6,Minivan,no,"$2,796",2,No,7,"$13,003",4.0,1,Highly Urban/ Urban
943142506,0,07JAN41,58.0,0,14.0,"$113,195",No,"$302,154",z_No,M,Masters,,21,Commercial,"$18,620",11,Van,no,"$4,020",2,No,0,"$4,274",12.0,1,Highly Urban/ Urban
408105547,0,16NOV52,47.0,0,7.0,"$18,789",No,"$146,055",Yes,M,<High School,z_Blue Collar,20,Private,"$12,040",4,Pickup,no,$0,0,No,0,$0,1.0,0,Highly Urban/ Urban
666444862,1,11JAN62,37.0,2,14.0,"$96,188",Yes,$0,z_No,z_F,Bachelors,Professional,49,Private,"$13,340",1,z_SUV,no,$0,0,Yes,1,$0,10.0,0,Highly Urban/ Urban
153574010,0,15DEC72,26.0,3,13.0,"$14,822",Yes,,z_No,z_F,<High School,Clerical,5,Private,"$8,830",10,Sports Car,no,"$7,486",3,No,9,"$3,435",1.0,1,Highly Urban/ Urban
786889538,0,27JAN57,42.0,0,12.0,"$34,810",No,$0,z_No,M,z_High School,z_Blue Collar,20,Commercial,"$9,180",1,Pickup,yes,$0,0,No,1,$0,11.0,0,z_Highly Rural/ Rural
448101140,0,16MAR52,47.0,0,8.0,"$51,624",No,$0,z_No,M,z_High School,Clerical,24,Private,"$20,500",1,Van,yes,$0,0,No,0,$0,1.0,0,Highly Urban/ Urban
441024113,0,12JUN64,35.0,0,10.0,"$71,379",No,$0,z_No,M,Bachelors,z_Blue Collar,34,Commercial,"$22,010",10,Van,yes,"$31,039",2,Yes,3,"$3,840",9.0,1,Highly Urban/ Urban
838260596,1,25SEP60,39.0,2,14.0,"$89,362",No,"$243,922",Yes,z_F,Bachelors,z_Blue Collar,5,Commercial,"$11,620",1,z_SUV,no,$0,0,No,5,"$2,017",10.0,1,Highly Urban/ Urban
976090829,0,15FEB58,41.0,0,14.0,"$99,403",No,"$247,297",z_No,z_F,Bachelors,Professional,36,Private,"$16,520",1,z_SUV,no,$0,0,No,1,$0,1.0,0,z_Highly Rural/ Rural
860150002,0,13OCT55,44.0,0,13.0,"$67,457",No,"$273,634",Yes,M,Masters,Lawyer,23,Private,"$14,480",15,Minivan,yes,$0,0,No,2,$0,12.0,0,Highly Urban/ Urban
222540497,0,23JUL47,52.0,0,11.0,"$38,806",No,"$202,431",Yes,M,z_High School,Clerical,69,Commercial,"$10,580",1,Pickup,yes,"$1,552",2,No,3,"$1,213",10.0,1,Highly Urban/ Urban
282847528,0,27MAR59,40.0,2,10.0,"$31,993",Yes,$0,z_No,M,<High School,z_Blue Collar,42,Private,"$14,070",10,Minivan,no,"$1,128",1,No,0,$0,6.0,0,Highly Urban/ Urban
556594800,0,28MAY61,38.0,0,10.0,"$26,006",No,$0,z_No,M,z_High School,Clerical,42,Commercial,"$5,300",1,Pickup,no,"$8,342",1,No,0,"$2,855",8.0,1,Highly Urban/ Urban
956524459,0,26SEP65,34.0,2,9.0,"$33,538",Yes,$0,z_No,M,<High School,z_Blue Collar,29,Commercial,"$16,380",3,Van,yes,"$7,564",3,No,6,"$8,623",1.0,1,Highly Urban/ Urban
860288286,0,13MAY51,48.0,0,11.0,"$49,370",No,$0,z_No,M,z_High School,Professional,48,Commercial,"$6,440",3,Minivan,no,"$10,000",1,No,0,"$2,590",1.0,1,Highly Urban/ Urban
707887401,0,22JUL51,48.0,0,0.0,$0,No,,Yes,M,<High School,Student,47,Private,"$6,520",3,Minivan,yes,$0,0,Yes,0,$0,1.0,0,z_Highly Rural/ Rural
231947709,0,27JAN61,38.0,2,0.0,$0,Yes,"$93,228",z_No,z_F,<High School,Home Maker,51,Private,"$9,750",8,z_SUV,no,"$11,093",3,No,7,"$4,913",1.0,1,Highly Urban/ Urban
930962228,0,14FEB59,40.0,0,8.0,"$17,107",No,"$154,357",z_No,z_F,z_High School,Home Maker,7,Private,"$22,940",4,Pickup,no,"$7,247",2,No,4,$0,6.0,0,Highly Urban/ Urban
228390035,0,26SEP53,46.0,0,9.0,"$28,125",No,$0,z_No,z_F,z_High School,Student,51,Commercial,"$8,410",1,z_SUV,no,$0,0,No,2,$0,1.0,0,Highly Urban/ Urban
161058138,0,23JUN54,45.0,0,11.0,,No,"$276,390",Yes,M,Masters,Lawyer,11,Private,"$14,060",1,Minivan,yes,$0,0,No,0,$0,9.0,0,Highly Urban/ Urban
945912532,0,22DEC52,46.0,0,12.0,"$51,225",No,"$129,042",z_No,z_F,z_High School,Clerical,48,Private,"$19,280",4,Sports Car,no,$0,0,No,0,$0,1.0,0,Highly Urban/ Urban
302738462,0,13JUL53,46.0,0,7.0,"$60,551",No,$0,z_No,z_F,Bachelors,Professional,36,Commercial,"$25,850",1,Pickup,no,"$1,294",1,No,0,"$2,078",10.0,1,Highly Urban/ Urban
594819618,0,16JAN64,35.0,1,12.0,"$75,165",No,"$253,077",Yes,z_F,Masters,Manager,32,Private,"$11,290",6,Sports Car,no,$0,0,No,1,"$4,943",14.0,1,Highly Urban/ Urban
148640155,1,20JUN37,62.0,1,15.0,"$60,216",No,"$227,488",Yes,z_F,z_High School,z_Blue Collar,49,Commercial,"$20,490",9,z_SUV,no,$0,0,Yes,0,$0,7.0,0,z_Highly Rural/ Rural
116936487,0,16MAR57,42.0,0,2.0,"$34,072",No,"$160,862",Yes,M,<High School,Clerical,38,Commercial,"$27,420",13,Panel Truck,yes,"$32,610",1,No,0,$0,6.0,0,Highly Urban/ Urban
608610566,0,27APR64,35.0,2,6.0,"$32,301",No,"$112,763",Yes,z_F,<High School,Clerical,39,Private,"$18,430",15,Minivan,no,$0,0,No,0,$0,7.0,0,Highly Urban/ Urban
673874527,1,02JAN61,38.0,1,12.0,"$90,596",Yes,$0,z_No,M,Bachelors,Manager,19,Private,"$10,560",1,Pickup,no,$0,0,No,0,"$4,018",,1,Highly Urban/ Urban
943091300,0,20MAY47,52.0,0,15.0,"$58,869",No,"$173,894",Yes,M,Bachelors,Professional,8,Private,"$7,390",3,Pickup,no,"$2,799",2,No,7,$0,9.0,0,Highly Urban/ Urban
330636561,2,29NOV32,66.0,2,15.0,"$33,644",No,"$186,626",Yes,M,z_High School,z_Blue Collar,41,Commercial,"$21,020",1,Minivan,yes,$0,0,No,0,"$5,074",1.0,1,Highly Urban/ Urban
964117167,0,26JUN58,41.0,0,13.0,"$28,380",No,"$118,927",Yes,z_F,z_High School,Clerical,41,Private,"$11,810",4,z_SUV,no,$0,0,No,1,$0,10.0,0,z_Highly Rural/ Rural
454217720,0,10OCT55,44.0,1,11.0,"$75,046",No,"$244,819",Yes,M,z_High School,z_Blue Collar,56,Commercial,"$9,000",4,Pickup,yes,"$3,288",3,No,6,"$2,449",10.0,1,Highly Urban/ Urban
55524088,0,18FEB71,28.0,1,9.0,"$20,852",No,"$123,109",Yes,z_F,z_High School,Home Maker,5,Private,"$6,390",1,Sports Car,no,"$8,413",2,No,3,"$4,704",1.0,1,Highly Urban/ Urban
797568231,0,16APR49,50.0,0,14.0,"$81,493",No,,Yes,M,Bachelors,z_Blue Collar,44,Commercial,"$15,600",1,Minivan,yes,"$1,833",1,No,6,$0,7.0,0,Highly Urban/ Urban
571418968,0,29MAY55,44.0,2,7.0,"$24,091",Yes,$0,z_No,z_F,<High School,z_Blue Collar,27,Private,"$8,310",1,z_SUV,no,"$6,693",3,No,0,"$4,301",6.0,1,Highly Urban/ Urban
116102677,1,06NOV60,39.0,4,12.0,"$20,075",No,"$117,035",Yes,z_F,z_High School,Home Maker,21,Private,"$5,400",7,Sports Car,no,$0,0,No,0,$0,8.0,0,z_Highly Rural/ Rural
159571183,0,30OCT40,59.0,0,12.0,"$80,217",No,"$275,635",Yes,M,Bachelors,z_Blue Collar,26,Commercial,"$26,630",1,Panel Truck,no,"$8,938",2,No,6,"$5,601",12.0,1,z_Highly Rural/ Rural
936809990,0,10NOV59,40.0,0,14.0,"$42,420",No,"$192,942",Yes,z_F,<High School,Clerical,20,Commercial,"$25,200",6,Pickup,no,$0,0,No,0,$0,6.0,0,Highly Urban/ Urban
632067262,0,18JUL42,57.0,2,16.0,"$71,518",Yes,$0,z_No,M,Masters,Manager,35,Commercial,"$7,000",4,Pickup,yes,$0,0,No,0,$0,13.0,0,Highly Urban/ Urban
454751032,0,30OCT45,54.0,0,13.0,"$106,880",No,"$287,545",Yes,z_F,Bachelors,Manager,27,Private,"$32,880",1,Pickup,no,$0,0,No,0,$0,10.0,0,Highly Urban/ Urban
154474118,0,28DEC52,46.0,0,10.0,"$131,260",No,$0,z_No,M,PhD,Lawyer,22,Private,"$19,230",7,Minivan,no,$0,0,No,0,$0,20.0,0,Highly Urban/ Urban
65561698,0,11JUL58,41.0,2,13.0,"$11,124",No,"$91,506",Yes,z_F,z_High School,Home Maker,22,Private,"$17,570",4,Sports Car,no,"$1,951",2,No,0,$0,1.0,0,Highly Urban/ Urban
173124759,0,16JUL59,40.0,0,9.0,"$64,032",No,$0,z_No,M,Masters,Lawyer,25,Private,"$7,900",6,Pickup,yes,$0,0,No,0,$0,,0,Highly Urban/ Urban
937321202,0,10FEB67,32.0,3,8.0,,No,"$108,287",Yes,M,z_High School,z_Blue Collar,5,Commercial,"$8,450",6,Pickup,no,$0,0,No,1,"$3,868",1.0,1,Highly Urban/ Urban
924108063,0,12FEB48,51.0,0,6.0,,No,"$235,901",Yes,z_F,Bachelors,Professional,45,Commercial,"$21,390",6,Pickup,no,"$1,744",2,No,6,$0,11.0,0,Highly Urban/ Urban
797612365,3,07JUL61,38.0,3,17.0,"$3,151",No,"$107,534",Yes,M,z_High School,Student,39,Commercial,"$14,990",4,Minivan,no,"$3,826",2,No,3,$196,1.0,1,Highly Urban/ Urban
818982675,1,19FEB57,42.0,1,15.0,"$37,586",No,"$120,221",Yes,M,<High School,Clerical,7,Commercial,"$23,390",1,Panel Truck,yes,"$4,101",4,No,3,$0,1.0,0,Highly Urban/ Urban
494194045,0,06NOV50,49.0,0,13.0,"$75,610",No,"$252,298",z_No,z_F,Masters,Manager,14,Private,"$17,820",7,z_SUV,no,$0,0,No,0,$0,11.0,0,Highly Urban/ Urban
651865856,0,02MAR64,35.0,0,10.0,"$70,389",No,"$182,499",z_No,M,z_High School,z_Blue Collar,35,Commercial,"$5,000",1,Minivan,yes,$0,0,No,2,$0,6.0,0,z_Highly Rural/ Rural
113286747,0,11MAR46,53.0,0,13.0,"$97,531",No,"$301,461",Yes,M,Masters,,55,Commercial,"$25,350",13,Panel Truck,yes,"$5,477",1,No,0,$0,19.0,0,Highly Urban/ Urban
779624178,0,10OCT46,53.0,0,10.0,"$37,965",No,"$178,189",Yes,z_F,Masters,Lawyer,22,Private,"$32,390",4,Minivan,no,$0,0,No,1,$0,26.0,0,z_Highly Rural/ Rural
59833163,0,14APR51,48.0,0,10.0,"$108,267",No,"$342,009",Yes,M,Masters,Manager,13,Commercial,"$17,760",1,Van,no,"$3,573",3,No,3,$0,11.0,0,Highly Urban/ Urban
88757083,0,22JUN47,52.0,0,13.0,,No,"$218,142",Yes,M,Masters,,68,Commercial,"$9,560",1,Pickup,no,"$11,409",1,No,0,$0,15.0,0,Highly Urban/ Urban
302727809,1,19MAR42,57.0,2,16.0,"$119,068",Yes,"$342,788",z_No,M,PhD,,60,Commercial,"$37,130",6,Panel Truck,no,"$7,160",4,No,2,"$78,874",12.0,1,Highly Urban/ Urban
541316894,0,20MAY32,67.0,0,13.0,"$94,046",No,$0,z_No,z_F,PhD,Doctor,5,Private,"$17,600",1,Sports Car,no,$0,0,No,3,$0,14.0,0,Highly Urban/ Urban
439859949,2,05JUN59,40.0,2,14.0,"$58,000",No,"$244,016",Yes,z_F,Bachelors,Clerical,31,Private,"$15,150",14,z_SUV,no,"$1,190",2,No,0,$663,1.0,1,Highly Urban/ Urban
335505768,0,03SEP29,70.0,0,14.0,"$12,280",No,$0,z_No,z_F,z_High School,Manager,18,Private,"$27,040",10,z_SUV,no,"$2,080",1,No,3,$0,6.0,0,Highly Urban/ Urban
689906306,0,06APR49,50.0,0,12.0,"$87,083",No,$0,z_No,M,Masters,Lawyer,47,Private,"$20,590",1,Van,no,$0,0,No,4,$0,11.0,0,Highly Urban/ Urban
130076382,0,14JAN54,45.0,2,15.0,"$135,768",No,"$347,575",Yes,M,Masters,,22,Commercial,"$19,580",1,Van,yes,"$8,176",2,No,6,"$3,952",15.0,1,Highly Urban/ Urban
467453467,0,11APR55,44.0,0,12.0,"$100,046",No,"$238,931",Yes,z_F,<High School,z_Blue Collar,38,Private,"$14,810",1,z_SUV,no,$0,0,No,0,$0,6.0,0,z_Highly Rural/ Rural
145689030,0,11APR48,51.0,0,0.0,$0,No,$0,z_No,z_F,Bachelors,Home Maker,33,Private,"$4,270",4,Sports Car,no,$0,0,No,5,"$1,488",9.0,1,Highly Urban/ Urban
385591442,0,05OCT45,54.0,0,0.0,$0,No,"$110,051",Yes,z_F,Masters,Home Maker,55,Private,"$6,900",6,z_SUV,no,$0,0,No,0,$0,12.0,0,Highly Urban/ Urban
264512466,1,04MAR57,42.0,3,13.0,"$156,532",Yes,$0,z_No,M,Bachelors,Professional,31,Commercial,"$18,060",6,Van,no,$785,2,No,4,"$6,222",14.0,1,Highly Urban/ Urban
793568911,1,31AUG61,38.0,1,,"$70,111",No,"$197,824",Yes,z_F,z_High School,z_Blue Collar,62,Commercial,"$20,360",3,z_SUV,no,$0,0,No,0,$0,1.0,0,Highly Urban/ Urban
215784347,0,26MAY68,31.0,1,11.0,"$51,982",Yes,"$165,805",z_No,z_F,Bachelors,Clerical,25,Private,"$4,600",6,Sports Car,no,$0,0,Yes,1,$0,3.0,0,z_Highly Rural/ Rural
740230736,0,22OCT51,48.0,0,0.0,$0,No,"$94,797",Yes,z_F,Masters,Home Maker,50,Private,"$7,310",10,z_SUV,no,$0,0,No,2,$0,20.0,0,z_Highly Rural/ Rural
631867230,1,24MAY61,38.0,1,9.0,"$23,221",No,"$108,815",Yes,M,<High School,Clerical,36,Commercial,"$5,300",10,Pickup,yes,$0,0,No,2,$0,1.0,0,z_Highly Rural/ Rural
957331189,0,11MAR43,56.0,0,14.0,"$38,924",No,"$183,890",Yes,z_F,Masters,Lawyer,49,Private,"$5,390",6,Sports Car,no,$0,0,No,1,"$2,505",16.0,1,Highly Urban/ Urban
434092377,0,09OCT51,48.0,0,12.0,"$63,260",No,$0,z_No,z_F,z_High School,z_Blue Collar,7,Commercial,"$24,160",4,Minivan,no,"$7,858",2,No,9,"$1,748",1.0,1,Highly Urban/ Urban
82094250,0,25AUG57,42.0,0,9.0,"$54,178",No,"$176,935",z_No,z_F,z_High School,z_Blue Collar,39,Commercial,"$5,700",11,z_SUV,no,$0,0,No,1,$0,8.0,0,z_Highly Rural/ Rural
753941980,0,07MAR44,55.0,0,0.0,$0,No,$0,z_No,M,<High School,Student,33,Private,"$7,000",4,Pickup,no,$0,0,No,0,$0,1.0,0,z_Highly Rural/ Rural
945912532,0,23DEC48,50.0,0,13.0,"$35,097",No,"$159,912",z_No,z_F,<High School,Clerical,21,Private,"$15,690",1,Sports Car,no,$0,0,Yes,0,"$6,228",1.0,1,Highly Urban/ Urban
170341954,0,29AUG50,49.0,1,15.0,"$89,612",No,"$261,946",Yes,M,Masters,Professional,23,Commercial,"$6,400",10,Pickup,yes,$0,0,No,0,$0,23.0,0,Highly Urban/ Urban
833213711,0,23AUG57,42.0,0,7.0,"$58,460",No,"$204,259",z_No,z_F,<High School,z_Blue Collar,36,Private,"$20,230",17,Minivan,no,$0,0,No,1,$0,4.0,0,z_Highly Rural/ Rural
832569187,0,08AUG51,48.0,0,0.0,$0,No,,z_No,z_F,Bachelors,Home Maker,16,Private,"$25,250",1,Pickup,no,$0,0,Yes,0,$0,8.0,0,z_Highly Rural/ Rural
744193504,0,23JUN39,60.0,0,14.0,,No,,Yes,M,Masters,Professional,35,Private,"$20,470",10,Van,no,$0,0,No,0,$0,10.0,0,Highly Urban/ Urban
61125369,0,06JUN61,38.0,0,15.0,"$61,749",No,"$138,681",Yes,M,Bachelors,Professional,21,Private,"$16,800",6,Minivan,no,"$1,191",3,No,2,"$6,787",,1,Highly Urban/ Urban
840500215,0,07JAN60,39.0,0,11.0,,No,$0,z_No,M,Bachelors,Professional,24,Private,"$16,750",1,Minivan,no,"$3,261",1,No,5,$0,14.0,0,Highly Urban/ Urban
274597013,1,10AUG61,38.0,2,14.0,"$8,117",No,"$99,799",Yes,M,<High School,Clerical,22,Private,"$6,110",13,Minivan,yes,$0,0,No,2,$0,7.0,0,z_Highly Rural/ Rural
605955259,0,13MAR60,39.0,0,11.0,"$93,339",No,"$288,509",Yes,M,Bachelors,Professional,46,Commercial,"$23,790",6,Panel Truck,yes,"$24,310",1,No,6,$0,1.0,0,Highly Urban/ Urban
573965811,0,07JUN57,42.0,3,15.0,"$74,549",Yes,$0,z_No,M,Masters,z_Blue Collar,62,Commercial,"$6,530",4,Pickup,yes,$0,0,No,0,$0,7.0,0,z_Highly Rural/ Rural
30585983,0,28MAR54,45.0,1,15.0,"$32,596",No,,Yes,z_F,Bachelors,Student,39,Commercial,"$11,490",11,z_SUV,no,$0,0,No,0,$0,10.0,0,Highly Urban/ Urban
759412522,0,26SEP48,51.0,0,15.0,"$95,659",No,"$296,768",Yes,M,PhD,Lawyer,29,Private,"$12,320",6,Minivan,no,$0,0,Yes,1,$0,13.0,0,Highly Urban/ Urban
808419133,0,18DEC64,34.0,2,11.0,$455,Yes,$0,z_No,z_F,z_High School,Student,55,Commercial,"$17,510",10,z_SUV,no,$0,0,No,1,$0,1.0,0,Highly Urban/ Urban
14332275,0,21DEC56,42.0,0,9.0,"$124,521",No,"$336,516",z_No,M,PhD,Doctor,21,Private,"$18,150",4,Minivan,yes,$0,0,No,4,$0,15.0,0,Highly Urban/ Urban
824026013,0,11JAN52,47.0,0,8.0,"$87,236",No,"$280,361",z_No,M,Masters,Lawyer,62,Private,"$9,820",1,z_SUV,no,$0,0,Yes,3,$0,1.0,0,Highly Urban/ Urban
436634437,0,11JUL44,55.0,0,13.0,"$72,391",No,"$254,334",Yes,z_F,Bachelors,Professional,24,Private,"$13,740",4,Pickup,no,"$9,119",3,No,2,$0,15.0,0,Highly Urban/ Urban
645575851,0,03AUG59,40.0,0,12.0,"$52,471",No,"$153,087",z_No,z_F,z_High School,z_Blue Collar,31,Commercial,"$21,860",10,z_SUV,no,$0,0,No,0,"$41,063",6.0,1,Highly Urban/ Urban
378070578,1,30NOV38,60.0,2,12.0,,Yes,$0,z_No,z_F,Masters,Lawyer,35,Private,"$24,640",3,z_SUV,no,$0,0,No,0,$0,19.0,0,Highly Urban/ Urban
186926679,0,29JUL51,48.0,0,11.0,"$62,617",No,"$239,733",z_No,M,Masters,Manager,37,Private,"$14,640",1,Minivan,yes,$0,0,No,0,$0,17.0,0,Highly Urban/ Urban
937490597,0,14MAR49,50.0,0,6.0,"$71,511",No,"$240,378",Yes,M,Masters,,5,Commercial,"$24,770",10,Panel Truck,yes,$0,0,No,0,$0,23.0,0,Highly Urban/ Urban
705448628,0,07OCT60,39.0,0,11.0,"$80,021",No,"$264,048",z_No,M,Bachelors,z_Blue Collar,41,Commercial,"$9,500",10,Pickup,yes,"$7,014",3,No,3,$0,13.0,0,Highly Urban/ Urban
297294190,1,14JUL56,43.0,2,15.0,"$48,999",No,"$223,626",Yes,z_F,Bachelors,Professional,32,Private,"$11,510",10,z_SUV,no,$0,0,No,0,$0,,0,Highly Urban/ Urban
672631938,0,09DEC48,50.0,0,0.0,$0,No,,Yes,z_F,Masters,Home Maker,18,Private,"$16,230",1,z_SUV,no,"$32,135",3,No,4,$0,16.0,0,Highly Urban/ Urban
392148754,0,12NOV57,42.0,0,13.0,"$56,746",No,"$176,509",z_No,M,z_High School,z_Blue Collar,26,Commercial,"$11,370",4,Pickup,no,"$17,393",1,Yes,3,$0,8.0,0,Highly Urban/ Urban
272494372,3,07DEC54,44.0,3,12.0,"$24,197",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,44,Commercial,"$3,920",1,Sports Car,no,$0,0,No,2,$0,7.0,0,z_Highly Rural/ Rural
745638636,0,06MAR51,48.0,0,11.0,"$37,886",No,"$168,597",Yes,M,<High School,Clerical,37,Private,"$28,200",4,Minivan,no,"$1,686",2,No,0,$0,1.0,0,Highly Urban/ Urban
299869772,2,19MAY57,42.0,2,8.0,"$57,379",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,37,Commercial,"$20,040",1,Sports Car,no,$0,0,Yes,2,"$6,932",1.0,1,Highly Urban/ Urban
835480391,0,23MAR53,46.0,0,11.0,"$132,292",No,"$386,835",Yes,z_F,Bachelors,Manager,43,Private,"$31,010",10,Pickup,no,$0,0,No,3,$0,1.0,0,Highly Urban/ Urban
359816109,0,29MAY54,45.0,1,12.0,"$91,347",No,"$301,304",Yes,M,Masters,Manager,37,Private,"$17,130",7,Van,yes,$0,0,No,0,"$1,911",14.0,1,Highly Urban/ Urban
757926405,0,28APR55,44.0,0,13.0,"$21,789",No,$0,z_No,z_F,z_High School,Professional,35,Private,"$17,930",6,z_SUV,no,"$4,824",2,No,0,"$3,694",,1,Highly Urban/ Urban
790856371,0,21NOV54,44.0,2,10.0,"$139,681",No,"$327,139",Yes,z_F,Bachelors,Professional,14,Private,"$37,510",1,Sports Car,no,$0,0,No,0,$0,8.0,0,Highly Urban/ Urban
420371060,0,19OCT38,61.0,0,9.0,"$28,390",No,"$171,805",Yes,M,z_High School,z_Blue Collar,43,Commercial,"$14,350",7,z_SUV,no,$0,0,No,2,"$1,793",11.0,1,Highly Urban/ Urban
695833713,0,11APR70,29.0,1,8.0,"$73,842",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,25,Commercial,"$22,340",1,Sports Car,no,"$4,769",1,No,4,"$3,418",1.0,1,Highly Urban/ Urban
798630672,0,10SEP67,32.0,1,11.0,"$8,824",No,"$91,593",Yes,z_F,<High School,Professional,60,Private,"$9,280",1,z_SUV,no,"$4,409",2,No,1,$0,8.0,0,Highly Urban/ Urban
703987110,0,10APR63,36.0,0,11.0,"$25,087",No,"$172,361",Yes,M,z_High School,Clerical,51,Private,"$13,120",1,Minivan,no,$0,0,No,1,$0,8.0,0,Highly Urban/ Urban
834398618,0,16AUG51,48.0,0,12.0,"$78,990",No,"$247,318",z_No,M,Bachelors,z_Blue Collar,20,Commercial,"$11,420",12,Pickup,yes,"$4,701",3,No,0,$0,11.0,0,z_Highly Rural/ Rural
195844612,0,27JUL63,36.0,0,11.0,$158,No,$0,Yes,M,z_High School,Student,33,Commercial,"$10,510",6,Pickup,yes,"$38,190",2,Yes,7,"$3,535",12.0,1,Highly Urban/ Urban
855474467,0,23MAY52,47.0,0,6.0,"$64,549",No,"$222,737",z_No,M,Bachelors,Manager,51,Private,"$14,780",6,Minivan,no,"$3,457",1,No,3,$0,10.0,0,Highly Urban/ Urban
211777607,0,02OCT42,57.0,1,,,No,"$188,505",Yes,z_F,z_High School,z_Blue Collar,44,Commercial,"$26,030",6,Minivan,no,"$30,159",3,No,0,$0,11.0,0,Highly Urban/ Urban
516170161,0,07JUN64,35.0,0,,"$16,427",No,"$86,902",Yes,z_F,z_High School,Professional,14,Private,"$16,920",4,z_SUV,no,$0,0,No,0,$0,13.0,0,Highly Urban/ Urban
677948838,0,24APR53,46.0,0,11.0,"$45,300",No,"$152,064",Yes,M,z_High School,z_Blue Collar,28,Commercial,"$10,630",1,Pickup,yes,$0,0,No,1,"$3,538",1.0,1,Highly Urban/ Urban
653092892,0,30DEC47,51.0,0,11.0,"$126,442",No,$0,z_No,M,Masters,,41,Commercial,"$7,820",7,Pickup,yes,$0,0,No,0,$0,11.0,0,z_Highly Rural/ Rural
202401508,0,01JUN51,48.0,0,12.0,"$88,745",No,"$241,555",Yes,z_F,z_High School,z_Blue Collar,55,Commercial,"$7,050",1,z_SUV,no,"$1,031",2,No,5,$0,12.0,0,Highly Urban/ Urban
